,Unnamed: 0,代码,名称,类型,当天日期,当天净值,近一个月涨幅,近三个月涨幅,近六个月涨幅,今年以来涨幅
4186,4186,006496,银华安盈短债债券A,债券型-中短债,2021-09-22,1.0232,0.11,0.8,1.51,2.15
4187,4187,006497,银华安盈短债债券C,债券型-中短债,2021-09-22,1.0178,0.08,0.73,1.38,1.97
4195,4195,006517,南方吉元短债A,债券型-中短债,2021-09-22,1.0262,0.19,0.97,1.69,2.45
4196,4196,006518,南方吉元短债C,债券型-中短债,2021-09-22,1.0142,0.15,0.87,1.49,2.15
4197,4197,006519,汇安短债债券A,债券型-中短债,2021-09-22,1.0626,0.21,0.83,1.83,2.61
4198,4198,006520,汇安短债债券C,债券型-中短债,2021-09-22,1.0553,0.18,0.76,1.7,2.41
4199,4199,006521,汇安短债债券E,债券型-中短债,2021-09-22,1.0413,0.0,0.0,0.0,0.58
4219,4219,006545,兴银中短债A,债券型-中短债,2021-09-22,1.1061,0.17,0.89,1.76,2.47
4220,4220,006546,兴银中短债C,债券型-中短债,2021-09-22,1.1018,0.16,0.87,1.71,2.42
4222,4222,006553,国投瑞银恒泽中短债C,债券型-中短债,2021-09-22,1.0546,0.35,1.77,2.3,2.64
4227,4227,006562,中欧短债债券C,债券型-中短债,2021-09-22,1.0218,0.13,0.78,1.54,2.25
4245,4245,006591,广发景明中短债A,债券型-中短债,2021-09-22,1.0317,0.13,1.02,2.01,2.84
4246,4246,006592,广发景明中短债C,债券型-中短债,2021-09-22,1.0287,0.12,0.98,1.86,2.6
4248,4248,006597,国泰利享中短债债券A,债券型-中短债,2021-09-22,1.0914,0.34,1.37,2.4,3.16
4249,4249,006598,国泰利享中短债债券C,债券型-中短债,2021-09-22,1.0855,0.32,1.32,2.28,2.97
4253,4253,006606,泓德裕丰中短债债券A,债券型-中短债,2021-09-22,1.0971,0.18,0.85,1.63,2.21
4254,4254,006607,泓德裕丰中短债债券C,债券型-中短债,2021-09-22,1.085,0.15,0.75,1.42,1.92
4256,4256,006609,申万菱信安泰瑞利中短债A,债券型-中短债,2021-09-22,1.0423,0.07,1.13,2.37,3.27
4268,4268,006629,招商鑫悦中短债A,债券型-中短债,2021-09-22,1.0527,0.23,1.52,2.93,4.12
4269,4269,006630,招商鑫悦中短债C,债券型-中短债,2021-09-22,1.0508,0.21,1.46,2.82,3.97
4274,4274,006646,汇添富短债债券A,债券型-中短债,2021-09-22,1.0871,0.22,0.83,1.62,2.43
4275,4275,006647,汇添富短债债券C,债券型-中短债,2021-09-22,1.0755,0.18,0.72,1.41,2.13
4281,4281,006662,易方达安悦超短债A,债券型-中短债,2021-09-22,1.0153,0.21,0.82,1.66,2.3
4282,4282,006663,易方达安悦超短债C,债券型-中短债,2021-09-22,1.0139,0.2,0.78,1.58,2.21
4283,4283,006664,易方达安悦超短债F,债券型-中短债,2021-09-22,1.0152,0.2,0.8,1.64,2.3
4284,4284,006668,华夏中短债债券A,债券型-中短债,2021-09-22,1.0699,0.17,1.59,2.71,3.64
4285,4285,006669,华夏中短债债券C,债券型-中短债,2021-09-22,1.0594,0.13,1.48,2.51,3.35
4287,4287,006672,广发招财短债债券A,债券型-中短债,2021-09-22,1.0426,0.12,0.7,1.1,1.66
4288,4288,006673,广发招财短债债券C,债券型-中短债,2021-09-22,1.0362,0.09,0.62,0.93,1.4
4291,4291,006677,中银稳汇短债债券A,债券型-中短债,2021-09-22,1.0622,0.19,1.11,1.66,2.25
4292,4292,006678,中银稳汇短债债券C,债券型-中短债,2021-09-22,1.0593,0.17,1.08,1.59,2.17
4299,4299,006695,新华鑫日享中短债C,债券型-中短债,2021-09-22,1.0762,0.24,1.0,1.84,2.56
4320,4320,006734,国金惠鑫短债债券A,债券型-中短债,2021-09-22,1.0719,0.13,0.63,1.2,1.77
4321,4321,006735,国金惠鑫短债债券C,债券型-中短债,2021-09-22,1.0653,0.11,0.55,1.06,1.59
4325,4325,006740,工银尊利中短债债券A,债券型-中短债,2021-09-22,1.0562,-0.01,1.54,2.91,4.27
4326,4326,006741,工银尊利中短债债券C,债券型-中短债,2021-09-22,1.0462,-0.04,1.45,2.7,3.96
4340,4340,006773,国寿安保尊荣中短债债券A,债券型-中短债,2021-09-22,1.0968,0.07,1.42,2.35,2.96
4341,4341,006774,国寿安保尊荣中短债债券C,债券型-中短债,2021-09-22,1.0882,0.05,1.35,2.2,2.73
4352,4352,006793,交银稳鑫短债债券A,债券型-中短债,2021-09-22,1.0543,0.13,0.86,1.97,2.85
4353,4353,006794,交银稳鑫短债债券C,债券型-中短债,2021-09-22,1.0429,0.1,0.76,1.77,2.55
4355,4355,006797,嘉实中短债债券A,债券型-中短债,2021-09-22,1.0958,-0.01,1.15,2.01,2.61
4356,4356,006798,嘉实中短债债券C,债券型-中短债,2021-09-22,1.0858,-0.05,1.05,1.83,2.35
4357,4357,006799,财通鸿运中短债债券A,债券型-中短债,2021-09-22,1.1033,0.18,0.78,1.62,2.68
4358,4358,006800,财通鸿运中短债债券C,债券型-中短债,2021-09-22,1.0914,0.15,0.67,1.41,2.38
4362,4362,006806,西部利得添盈短债债券A,债券型-中短债,2021-09-22,1.0149,0.12,0.49,0.88,0.44
4363,4363,006807,西部利得添盈短债债券C,债券型-中短债,2021-09-22,1.0245,0.11,0.45,0.84,0.39
4364,4364,006808,西部利得添盈短债债券E,债券型-中短债,2021-09-22,1.0185,0.1,0.42,0.75,0.26
4372,4372,006824,创金合信鑫日享短债债券A,债券型-中短债,2021-09-22,1.1233,0.53,1.72,2.94,3.78
4373,4373,006825,创金合信鑫日享短债债券C,债券型-中短债,2021-09-22,1.112,0.51,1.64,2.76,3.52
4374,4374,006829,鹏扬利沣短债A,债券型-中短债,2021-09-22,1.0586,0.19,0.75,1.39,1.89
4375,4375,006830,鹏扬利沣短债C,债券型-中短债,2021-09-22,1.0531,0.17,0.69,1.25,1.69
4378,4378,006834,工银尊享短债债券A,债券型-中短债,2021-09-22,1.0599,0.09,0.81,1.53,2.47
4379,4379,006835,工银尊享短债债券C,债券型-中短债,2021-09-22,1.0473,0.06,0.7,1.3,2.14
4391,4391,006851,平安中短债债券E,债券型-中短债,2021-09-22,1.0964,0.72,3.21,4.19,4.42
4392,4392,006852,永赢迅利中高等级短债A,债券型-中短债,2021-09-22,1.0432,0.14,0.86,1.79,2.63
4404,4404,006870,广发景和中短债A,债券型-中短债,2021-09-22,1.035,0.04,1.53,2.51,3.11
4405,4405,006871,广发景和中短债C,债券型-中短债,2021-09-22,1.0316,0.04,1.53,2.49,3.06
4408,4408,006874,创金合信恒兴中短债A,债券型-中短债,2021-09-22,1.1315,0.19,1.63,2.96,3.96
4409,4409,006875,创金合信恒兴中短债C,债券型-中短债,2021-09-22,1.1216,0.15,1.55,2.78,3.7
4426,4426,006902,长盛安鑫中短债A,债券型-中短债,2021-09-22,1.065,0.18,1.5,2.33,2.97
4427,4427,006903,长盛安鑫中短债C,债券型-中短债,2021-09-22,1.0565,0.13,1.39,2.13,2.65
4431,4431,006907,银华安鑫短债债券A,债券型-中短债,2021-09-22,1.0123,0.12,0.89,1.63,2.18
4432,4432,006908,银华安鑫短债债券C,债券型-中短债,2021-09-22,1.0057,0.09,0.83,1.5,1.99
4454,4454,006947,华宝中短债债券A,债券型-中短债,2021-09-22,1.0696,0.22,1.26,2.13,2.91
4455,4455,006948,华宝中短债债券C,债券型-中短债,2021-09-22,1.0587,0.18,1.16,1.92,2.6
4461,4461,006965,财通安瑞短债债券A,债券型-中短债,2021-09-22,1.0917,0.28,1.2,2.4,3.34
4462,4462,006966,财通安瑞短债债券C,债券型-中短债,2021-09-22,1.0829,0.26,1.17,2.33,3.18
4477,4477,006989,建信中短债纯债债券A,债券型-中短债,2021-09-22,1.0365,0.2,1.69,2.88,3.36
4478,4478,006990,建信中短债纯债债券C,债券型-中短债,2021-09-22,1.0343,0.17,1.6,2.7,3.11
4483,4483,006998,广发景兴中短债A,债券型-中短债,2021-09-22,1.055,0.09,1.27,2.35,3.18
4484,4484,006999,广发景兴中短债C,债券型-中短债,2021-09-22,1.0487,0.09,1.23,2.18,2.91
4492,4492,007014,嘉合磐泰短债债券A,债券型-中短债,2021-09-22,1.0263,0.24,1.47,2.04,3.11
4493,4493,007015,嘉合磐泰短债债券C,债券型-中短债,2021-09-22,1.0307,0.22,1.41,1.92,2.93
4495,4495,007017,平安如意中短债A,债券型-中短债,2021-09-22,1.0925,0.27,3.06,4.24,4.58
4496,4496,007018,平安如意中短债C,债券型-中短债,2021-09-22,1.0898,0.26,3.05,4.2,4.52
4497,4497,007019,平安如意中短债E,债券型-中短债,2021-09-22,1.0831,0.23,2.97,4.05,4.31
4498,4498,007020,华安添鑫中短债C,债券型-中短债,2021-09-22,1.0751,0.07,0.57,1.16,1.76
4516,4516,007057,中泰蓝月短债A,债券型-中短债,2021-09-22,1.0754,0.2,0.85,1.63,2.47
4517,4517,007058,中泰蓝月短债C,债券型-中短债,2021-09-22,1.0707,0.18,0.77,1.47,2.24
4523,4523,007064,浦银安盛上清所优选短融A,债券型-中短债,2021-09-22,1.0601,0.14,0.66,1.38,2.0
4524,4524,007065,浦银安盛上清所优选短融C,债券型-中短债,2021-09-22,1.0575,0.12,0.59,1.25,1.85
4530,4530,007073,海富通上清所短融债券C,债券型-中短债,2021-09-22,1.0129,0.11,0.66,1.3,1.89
4571,4571,007149,南方初元中短债A,债券型-中短债,2021-09-22,1.0775,0.22,0.85,1.8,2.98
4572,4572,007150,南方初元中短债C,债券型-中短债,2021-09-22,1.075,0.21,0.82,1.75,2.9
4593,4593,007194,长城短债债券A,债券型-中短债,2021-09-22,1.0649,0.21,0.79,1.6,2.29
4594,4594,007195,长城短债债券C,债券型-中短债,2021-09-22,1.0614,0.19,0.75,1.52,2.18
4599,4599,007210,华商瑞丰短债C,债券型-中短债,2021-09-22,1.0591,0.07,0.67,1.33,1.92
4602,4602,007218,蜂巢添幂中短债A,债券型-中短债,2021-09-22,1.062,0.11,0.71,1.54,2.2
4603,4603,007219,蜂巢添幂中短债C,债券型-中短债,2021-09-22,1.0542,0.08,0.61,1.34,1.91
4606,4606,007226,海富通中短债债券C,债券型-中短债,2021-09-22,1.0327,0.08,0.41,0.79,1.15
4607,4607,007227,海富通中短债债券A,债券型-中短债,2021-09-22,1.0386,0.1,0.47,0.9,1.32
4614,4614,007240,申万菱信安泰瑞利中短债C,债券型-中短债,2021-09-22,1.038,0.02,1.01,2.16,2.97
4619,4619,007245,安信鑫日享中短债A,债券型-中短债,2021-09-22,1.0798,0.22,1.1,1.89,2.38
4620,4620,007246,安信鑫日享中短债C,债券型-中短债,2021-09-22,1.0735,0.2,1.04,1.76,2.2
4693,4693,007394,东兴兴财短债债券A,债券型-中短债,2021-09-22,1.0248,-0.09,-0.05,0.09,0.51
4694,4694,007395,东兴兴财短债债券C,债券型-中短债,2021-09-22,1.0194,-0.11,-0.12,-0.06,0.28
4719,4719,007456,汇添富90天短债A,债券型-中短债,2021-09-22,1.0821,0.19,0.83,1.59,2.31
4720,4720,007457,汇添富90天短债B,债券型-中短债,2021-09-22,1.0777,0.19,0.79,1.5,2.18
4721,4721,007458,汇添富90天短债C,债券型-中短债,2021-09-22,1.0821,0.2,0.84,1.59,2.31
4756,4756,007515,鹏华稳利短债A,债券型-中短债,2021-09-22,1.0687,0.18,0.9,1.76,2.6
4773,4773,007542,永赢开泰中高等级中短债A,债券型-中短债,2021-09-22,1.0792,0.06,1.5,2.73,3.66
4774,4774,007543,永赢开泰中高等级中短债C,债券型-中短债,2021-09-22,1.0748,0.06,1.46,2.64,3.52
4795,4795,007582,中泰青月中短债A,债券型-中短债,2021-09-22,1.0758,0.12,1.05,1.9,2.67
4796,4796,007583,中泰青月中短债C,债券型-中短债,2021-09-22,1.0669,0.08,0.96,1.71,2.38
4804,4804,007603,景顺长城中短债A,债券型-中短债,2021-09-22,1.0648,0.22,1.45,2.84,3.0
4805,4805,007604,景顺长城中短债C,债券型-中短债,2021-09-22,1.0584,0.19,1.38,2.71,2.8
4818,4818,007635,银河天盈中短债A,债券型-中短债,2021-09-22,1.0709,-0.04,1.0,1.78,2.66
4819,4819,007636,银河天盈中短债C,债券型-中短债,2021-09-22,1.0648,-0.07,0.93,1.62,2.42
4820,4820,007637,兴银鑫日享短债C,债券型-中短债,2021-09-22,1.0629,0.17,1.01,1.99,2.86
4831,4831,007655,南方定元中短债A,债券型-中短债,2021-09-22,1.0579,0.2,0.99,2.21,4.1
4832,4832,007656,南方定元中短债C,债券型-中短债,2021-09-22,1.05,0.16,0.89,2.01,3.8
4872,4872,007717,工银尊享短债债券F,债券型-中短债,2021-09-22,1.0385,0.08,0.75,1.4,2.29
4891,4891,007754,上银慧永利中短期债券A,债券型-中短债,2021-09-22,1.0337,0.08,1.25,2.25,2.73
4892,4892,007755,上银慧永利中短期债券C,债券型-中短债,2021-09-22,1.029,0.05,1.19,2.1,2.52
4916,4916,007790,南方梦元短债A,债券型-中短债,2021-09-22,1.0465,0.11,0.64,1.51,2.26
4917,4917,007791,南方梦元短债C,债券型-中短债,2021-09-22,1.0408,0.09,0.57,1.37,2.05
4937,4937,007823,天弘弘择短债A,债券型-中短债,2021-09-22,1.0778,0.2,0.72,1.58,2.49
4938,4938,007824,天弘弘择短债C,债券型-中短债,2021-09-22,1.0721,0.18,0.66,1.46,2.31
4976,4976,007901,汇添富中短债A,债券型-中短债,2021-09-22,1.0427,0.08,1.21,2.34,3.09
4977,4977,007902,汇添富中短债C,债券型-中短债,2021-09-22,1.0366,0.04,1.11,2.13,2.79
4983,4983,007915,财通资管鸿福短债A,债券型-中短债,2021-09-22,1.083,0.2,0.8,1.52,2.26
4984,4984,007916,财通资管鸿福短债C,债券型-中短债,2021-09-22,1.0807,0.19,0.78,1.47,2.18
4986,4986,007926,万家家享中短债C,债券型-中短债,2021-09-22,1.0202,0.14,0.72,1.43,2.14
4987,4987,007927,万家家享中短债E,债券型-中短债,2021-09-22,1.0514,0.16,0.77,1.53,2.28
5002,5002,007956,鹏华稳利短债C,债券型-中短债,2021-09-22,1.0606,0.15,0.81,1.56,2.31
5021,5021,008010,前海联合润盈短债A,债券型-中短债,2021-09-22,1.0572,0.09,0.8,1.45,2.53
5022,5022,008011,前海联合润盈短债C,债券型-中短债,2021-09-22,1.0451,0.06,0.7,1.24,1.78
5026,5026,008022,建信短债债券F,债券型-中短债,2021-09-22,1.0552,0.32,1.35,2.48,3.18
5054,5054,008080,南方初元中短债E,债券型-中短债,2021-09-22,1.0716,0.19,0.77,1.67,2.79
5073,5073,008108,国联安短债债券A,债券型-中短债,2021-09-22,1.0553,0.2,1.04,1.96,2.84
5074,5074,008109,国联安短债债券C,债券型-中短债,2021-09-22,1.0496,0.17,0.95,1.78,2.6
5083,5083,008122,南方皓元短债A,债券型-中短债,2021-09-22,1.0617,0.25,1.16,2.09,3.05
5084,5084,008123,南方皓元短债C,债券型-中短债,2021-09-22,1.0539,0.22,1.06,1.89,2.75
5251,5251,008448,德邦短债A,债券型-中短债,2021-09-22,1.044,0.17,0.88,1.73,2.32
5252,5252,008449,德邦短债C,债券型-中短债,2021-09-22,1.0398,0.13,0.8,1.59,2.13
5277,5277,008505,浙商中短债债券A,债券型-中短债,2021-09-22,1.026,0.13,0.39,0.98,1.58
5278,5278,008506,浙商中短债债券C,债券型-中短债,2021-09-22,1.0228,0.09,0.32,0.85,1.38
5342,5342,008646,天弘增利短债A,债券型-中短债,2021-09-22,1.0485,0.25,0.99,2.1,3.16
5343,5343,008647,天弘增利短债C,债券型-中短债,2021-09-22,1.0463,0.24,0.95,2.02,3.06
5365,5365,008694,平安元盛超短债A,债券型-中短债,2021-09-22,1.0479,0.17,0.79,1.69,2.42
5366,5366,008695,平安元盛超短债C,债券型-中短债,2021-09-22,1.0586,1.4,2.02,2.91,3.63
5367,5367,008696,平安元盛超短债E,债券型-中短债,2021-09-22,1.0436,0.14,0.72,1.56,2.23
5411,5411,008774,招商鑫福中短债A,债券型-中短债,2021-09-22,1.0587,0.22,1.22,3.06,4.15
5412,5412,008775,招商鑫福中短债C,债券型-中短债,2021-09-22,1.0537,0.18,1.13,2.87,3.87
5429,5429,008820,大成景悦中短债A,债券型-中短债,2021-09-22,1.0477,0.09,0.46,1.37,3.05
5430,5430,008821,大成景悦中短债C,债券型-中短债,2021-09-22,1.0441,0.06,0.4,1.25,2.85
5454,5454,008864,鑫元中短债A,债券型-中短债,2021-09-22,1.0551,0.2,1.69,3.21,4.36
5455,5455,008865,鑫元中短债C,债券型-中短债,2021-09-22,1.0514,0.18,1.62,3.07,4.17
5484,5484,008911,平安元丰中短债债券A,债券型-中短债,2021-09-22,1.0464,0.16,1.01,2.46,3.11
5485,5485,008912,平安元丰中短债债券C,债券型-中短债,2021-09-22,1.0345,0.0,0.52,1.69,2.12
5486,5486,008913,平安元丰中短债债券E,债券型-中短债,2021-09-22,1.0426,0.13,0.95,2.33,2.92
5492,5492,008922,财通鸿运中短债债券E,债券型-中短债,2021-09-22,1.0445,0.16,0.72,1.52,2.52
5514,5514,008959,创金合信恒利超短债债券E,债券型-中短债,2021-09-22,1.1207,0.13,0.93,1.68,2.58
5600,5600,009093,华泰柏瑞鸿利中短债A,债券型-中短债,2021-09-22,1.0237,0.27,1.33,1.17,1.83
5601,5601,009094,华泰柏瑞鸿利中短债C,债券型-中短债,2021-09-22,1.0181,0.26,1.23,0.93,1.49
5665,5665,009196,北信瑞丰鼎盛中短债A,债券型-中短债,2021-09-22,1.0366,0.37,1.6,2.64,2.91
5666,5666,009197,北信瑞丰鼎盛中短债C,债券型-中短债,2021-09-22,1.0317,0.33,1.51,2.46,2.68
5731,5731,009301,恒生前海短债债券A,债券型-中短债,2021-09-22,1.0255,0.18,0.56,1.12,1.77
5732,5732,009302,恒生前海短债债券C,债券型-中短债,2021-09-22,1.0202,0.14,0.46,0.92,1.46
5737,5737,009311,创金合信鑫日享短债债券E,债券型-中短债,2021-09-22,1.1173,0.49,1.63,2.75,3.5
5891,5891,009534,南方升元中短期利率债A,债券型-中短债,2021-09-22,1.0504,0.06,1.37,2.53,3.15
5892,5892,009535,南方升元中短期利率债C,债券型-中短债,2021-09-22,1.0474,0.05,1.32,2.42,2.98
5965,5965,009655,工银尊益中短债A,债券型-中短债,2021-09-22,1.0536,-0.05,1.93,3.26,4.16
6164,6164,009985,永赢迅利中高等级短债E,债券型-中短债,2021-09-22,1.039,0.13,0.79,1.63,2.43
6217,6217,010048,平安短债I,债券型-中短债,2021-09-22,1.0985,0.22,1.12,2.18,2.76
6301,6301,010168,天弘安利短债A,债券型-中短债,2021-09-22,1.0327,0.3,1.04,2.23,2.9
6302,6302,010169,天弘安利短债C,债券型-中短债,2021-09-22,1.0317,0.29,1.0,2.16,2.81
6551,6551,010565,东方恒瑞短债债券A,债券型-中短债,2021-09-22,1.0177,0.06,0.54,1.21,1.76
6552,6552,010566,东方恒瑞短债债券B,债券型-中短债,2021-09-22,1.0177,0.06,0.54,1.2,1.74
6553,6553,010567,东方恒瑞短债债券C,债券型-中短债,2021-09-22,1.0146,0.02,0.44,1.01,1.47
6691,6691,010810,湘财久盈中短债A,债券型-中短债,2021-09-22,1.023,0.24,0.85,1.91,2.3
6692,6692,010811,湘财久盈中短债C,债券型-中短债,2021-09-22,1.02,0.2,0.74,1.71,2.01
6775,6775,010933,中银稳汇短债债券E,债券型-中短债,2021-09-22,1.0497,0.17,1.06,0.53,1.07
7236,7236,011622,汇添富短债债券E,债券型-中短债,2021-09-22,1.0858,0.2,0.78,1.5,1.71
7237,7237,011623,汇添富中短债E,债券型-中短债,2021-09-22,1.0398,0.06,1.16,2.21,2.29
