,Unnamed: 0,代码,名称,类型,当天日期,当天净值,近一个月涨幅,近三个月涨幅,近六个月涨幅,今年以来涨幅
3480,3480,005284,华商可转债债券C,债券型-可转债,2021-09-22,1.8505,14.01,27.03,27.81,36.63
3586,3586,005461,南方希元转债,债券型-可转债,2021-09-22,1.8865,7.52,15.67,22.2,17.28
3765,3765,005771,银华可转债债券,债券型-可转债,2021-09-22,1.724,6.98,13.55,17.82,15.79
3777,3777,005793,华富可转债债券,债券型-可转债,2021-09-22,1.4886,3.03,21.51,31.96,14.11
3864,3864,005945,工银可转债优选债券A,债券型-可转债,2021-09-22,1.5099,1.85,5.9,11.48,10.69
3865,3865,005946,工银可转债优选债券C,债券型-可转债,2021-09-22,1.4887,1.81,5.79,11.25,10.37
3915,3915,006030,南方昌元转债A,债券型-可转债,2021-09-22,1.8183,8.03,18.17,26.97,24.8
3916,3916,006031,南方昌元C,债券型-可转债,2021-09-22,1.7936,7.98,18.02,26.64,24.34
3980,3980,006147,宝盈融源可转债债券A,债券型-可转债,2021-09-22,1.2822,5.92,24.12,25.15,7.72
3981,3981,006148,宝盈融源可转债债券C,债券型-可转债,2021-09-22,1.2743,5.9,24.04,24.97,7.49
4168,4168,006466,浦银安盛双债增强债券A,债券型-可转债,2021-09-22,1.1466,1.46,3.53,4.44,5.08
4169,4169,006467,浦银安盛双债增强债券C,债券型-可转债,2021-09-22,1.1373,1.43,3.44,4.25,4.81
4175,4175,006482,广发可转债债券A,债券型-可转债,2021-09-22,2.0359,11.81,25.35,36.04,37.21
4176,4176,006483,广发可转债债券C,债券型-可转债,2021-09-22,2.0603,11.77,25.22,35.78,36.82
4503,4503,007032,平安可转债债券A,债券型-可转债,2021-09-22,1.4598,9.28,22.34,26.14,24.03
4504,4504,007033,平安可转债债券C,债券型-可转债,2021-09-22,1.4476,9.24,22.23,25.89,23.67
4653,4653,007316,交银可转债债券A,债券型-可转债,2021-09-22,1.5047,5.81,14.79,18.8,17.33
4654,4654,007317,交银可转债债券C,债券型-可转债,2021-09-22,1.4916,5.77,14.68,18.56,17.0
4851,4851,007683,华商转债精选债券A,债券型-可转债,2021-09-22,1.1574,5.8,13.79,15.16,17.67
4852,4852,007684,华商转债精选债券C,债券型-可转债,2021-09-22,1.1541,5.77,13.72,15.0,17.42
5205,5205,008331,万家可转债债券A,债券型-可转债,2021-09-22,1.1905,5.09,12.26,18.42,18.53
5206,5206,008332,万家可转债债券C,债券型-可转债,2021-09-22,1.1838,5.06,12.14,18.18,18.19
5234,5234,008402,中泰中证可转债及可交债指数A,债券型-可转债,2021-07-26,1.0881,2.9,5.82,4.33,5.98
5235,5235,008403,中泰中证可转债及可交债指数C,债券型-可转债,2021-07-26,1.0825,2.82,5.68,4.13,5.74
5248,5248,008435,长信中证转债及可交换债50指数A,债券型-可转债,2021-09-22,1.0617,3.69,5.43,3.75,3.79
5249,5249,008436,长信中证转债及可交换债50指数C,债券型-可转债,2021-09-22,1.0584,3.68,5.4,3.55,3.57
5391,5391,008740,国寿安保尊盛双债债券A,债券型-可转债,2021-09-22,1.0673,1.44,3.09,3.88,4.77
5392,5392,008741,国寿安保尊盛双债债券C,债券型-可转债,2021-09-22,1.0607,1.4,2.98,3.66,4.46
5428,5428,008817,华宝可转债债券C,债券型-可转债,2021-09-22,1.6312,2.65,12.77,24.8,22.42
5473,5473,008897,上银可转债精选债券,债券型-可转债,2021-09-22,1.0708,3.75,5.79,7.7,7.36
5843,5843,009465,东方可转债债券A,债券型-可转债,2021-09-22,1.0537,1.46,4.3,5.28,5.37
5844,5844,009466,东方可转债债券C,债券型-可转债,2021-09-22,1.0514,1.44,4.19,5.07,5.14
8075,8075,040022,华安可转债债券A,债券型-可转债,2021-09-22,1.684,3.5,9.64,9.71,10.21
8076,8076,040023,华安可转债债券B,债券型-可转债,2021-09-22,1.619,3.45,9.54,9.54,9.91
8109,8109,050019,博时转债增强债券A,债券型-可转债,2021-09-22,2.195,6.66,16.08,20.21,17.32
8122,8122,050119,博时转债增强债券C,债券型-可转债,2021-09-22,2.131,6.6,15.94,19.92,16.9
8184,8184,090017,大成可转债增强债券,债券型-可转债,2021-09-22,1.701,11.83,25.07,30.34,30.85
8211,8211,100051,富国可转债A,债券型-可转债,2021-09-23,2.331,5.33,10.89,14.38,17.49
8480,8480,161624,融通可转债债券A,债券型-可转债,2021-09-22,1.156,2.82,7.3,11.22,15.69
8481,8481,161625,融通可转债债券C,债券型-可转债,2021-09-22,1.125,2.77,7.18,10.99,15.36
8608,8608,163816,中银转债增强债券A,债券型-可转债,2021-09-22,3.097,1.81,7.16,12.7,8.7
8609,8609,163817,中银转债增强债券B,债券型-可转债,2021-09-22,2.981,1.78,7.11,12.49,8.44
8676,8676,165809,东吴中证可转债指数,债券型-可转债,2021-07-29,1.1105,0.58,2.4,3.62,2.03
8900,8900,240018,华宝可转债债券A,债券型-可转债,2021-09-23,1.6502,2.26,12.81,26.6,23.55
8994,8994,310518,申万菱信可转债债券,债券型-可转债,2021-09-22,2.052,2.65,8.4,13.06,19.3
9159,9159,470058,汇添富可转换债券A,债券型-可转债,2021-09-23,1.974,2.02,5.96,11.21,10.59
9160,9160,470059,汇添富可转换债券C,债券型-可转债,2021-09-23,1.887,2.06,5.89,11.07,10.35
9371,9371,519059,海富通可转债优选,债券型-可转债,2021-09-08,0.8276,-0.3,-2.16,0.57,-1.97
9627,9627,519976,长信可转债债券C,债券型-可转债,2021-09-22,1.7192,2.6,6.44,6.48,3.73
9628,9628,519977,长信可转债债券A,债券型-可转债,2021-09-22,1.7798,2.64,6.54,6.68,4.0
9656,9656,530020,建信转债增强债券A,债券型-可转债,2021-09-22,3.278,5.06,12.45,17.83,13.03
9663,9663,531020,建信转债增强债券C,债券型-可转债,2021-09-22,3.169,5.04,12.38,17.68,12.74
9857,9857,720002,财通可转债债券A,债券型-可转债,2021-09-23,1.1531,-0.4,0.67,5.89,6.62
