,Unnamed: 0,代码,名称,类型,当天日期,当天净值,近一个月涨幅,近三个月涨幅,近六个月涨幅,今年以来涨幅
1732,1732,002474,中邮睿信增强债,债券型-混合债,2021-09-22,1.342,1.21,5.34,6.51,3.23
1733,1733,002475,中邮睿利增强债券,债券型-混合债,2021-09-22,0.949,-0.11,-0.11,-0.32,-0.63
1745,1745,002492,工银月月薪定期支付债券C,债券型-混合债,2021-09-22,1.242,0.57,0.98,2.22,1.06
1751,1751,002501,银华远景债券,债券型-混合债,2021-09-22,1.16,0.69,0.96,2.0,2.09
1765,1765,002521,永赢双利债券A,债券型-混合债,2021-09-22,1.2714,0.42,0.02,-0.71,1.03
1766,1766,002522,永赢双利债券C,债券型-混合债,2021-09-22,1.269,0.38,-0.08,-0.91,0.74
1772,1772,002534,华安稳固收益债券A,债券型-混合债,2021-09-22,1.18,0.94,5.64,6.88,5.64
1842,1842,002632,鑫元双债增强债券A,债券型-混合债,2021-09-22,1.0485,0.21,1.22,2.2,3.01
1843,1843,002633,鑫元双债增强债券C,债券型-混合债,2021-09-22,1.0435,0.18,1.11,2.0,2.72
1846,1846,002636,广发集裕债券A,债券型-混合债,2021-09-22,1.37,1.71,4.18,4.74,5.22
1847,1847,002637,广发集裕债券C,债券型-混合债,2021-09-22,1.339,1.67,4.04,4.45,4.77
1852,1852,002644,大成景荣债券A,债券型-混合债,2021-09-22,1.132,3.28,8.12,12.86,6.69
1853,1853,002645,大成景荣债券C,债券型-混合债,2021-09-22,1.123,3.31,8.19,12.75,6.45
1856,1856,002651,东方红汇利债券A,债券型-混合债,2021-09-22,1.1272,2.02,2.83,2.79,4.03
1857,1857,002652,东方红汇利债券C,债券型-混合债,2021-09-22,1.0995,1.99,2.73,2.59,3.73
1884,1884,002688,红塔红土长益定开债A,债券型-混合债,2021-09-17,1.0293,2.31,5.37,8.37,4.26
1885,1885,002689,红塔红土长益定开债C,债券型-混合债,2021-09-17,1.0261,2.27,5.27,8.16,3.98
1891,1891,002701,东方红汇阳债券A,债券型-混合债,2021-09-22,1.1329,1.86,2.7,2.8,3.92
1892,1892,002702,东方红汇阳债券C,债券型-混合债,2021-09-22,1.1061,1.83,2.61,2.59,3.62
1898,1898,002711,广发集丰债券A,债券型-混合债,2021-09-22,1.185,1.46,2.24,3.13,4.22
1899,1899,002712,广发集丰债券C,债券型-混合债,2021-09-22,1.172,1.47,2.09,2.9,3.81
1904,1904,002719,融通增祥三个月定开债,债券型-混合债,2021-09-22,1.4002,3.16,19.05,21.09,22.47
1905,1905,002720,国寿安保尊利增强回报债券A,债券型-混合债,2021-09-22,1.152,-0.43,-1.03,-0.95,-1.37
1906,1906,002721,国寿安保尊利增强回报债券C,债券型-混合债,2021-09-22,1.143,-0.44,-1.12,-1.12,-1.64
1907,1907,002723,江信祺福A,债券型-混合债,2021-09-22,1.2793,0.76,0.5,0.57,0.38
1908,1908,002724,江信祺福C,债券型-混合债,2021-09-22,1.2517,0.71,0.37,0.31,0.01
1919,1919,002738,泓德裕康债券A,债券型-混合债,2021-09-22,1.2609,-0.21,-0.9,2.0,1.46
1920,1920,002739,泓德裕康债券C,债券型-混合债,2021-09-22,1.2374,-0.23,-0.98,1.82,1.21
1923,1923,002742,泓德裕祥债券A,债券型-混合债,2021-09-22,1.3566,2.1,2.62,6.62,6.04
1924,1924,002743,泓德裕祥债券C,债券型-混合债,2021-09-22,1.3336,2.07,2.54,6.43,5.78
1929,1929,002749,嘉实稳盛债券,债券型-混合债,2021-09-22,1.116,-1.06,0.81,2.39,3.14
1937,1937,002765,新华双利债券A,债券型-混合债,2021-09-22,1.3553,1.41,8.32,16.35,13.13
1938,1938,002766,新华双利债券C,债券型-混合债,2021-09-22,1.3265,1.38,8.21,16.13,12.8
1954,1954,002782,富国祥利定开债发起式,债券型-混合债,2021-09-22,1.109,0.27,1.74,2.97,5.12
1957,1957,002785,中融融裕双利债券A,债券型-混合债,2021-09-22,1.067,0.09,-0.36,1.18,0.81
1958,1958,002786,中融融裕双利债券C,债券型-混合债,2021-09-22,1.045,0.1,-0.36,1.11,0.65
1964,1964,002794,天弘永利债券E,债券型-混合债,2021-09-22,1.1293,2.79,7.8,9.48,12.11
1966,1966,002796,景顺长城景盈双利债券A,债券型-混合债,2021-09-22,1.2116,0.38,2.18,3.38,2.08
1967,1967,002797,景顺长城景盈双利债券C,债券型-混合债,2021-09-22,1.1894,0.35,2.07,3.17,1.78
1972,1972,002805,浙商汇金聚利一年定开债A,债券型-混合债,2021-09-22,1.076,0.27,2.29,3.62,3.91
1973,1973,002806,浙商汇金聚利一年定开债C,债券型-混合债,2021-09-22,1.053,0.18,2.15,3.4,3.6
2010,2010,002866,新华丰盈回报债券,债券型-混合债,2021-09-22,1.4132,5.37,8.51,8.55,8.04
2035,2035,002901,财通资管积极收益债券A,债券型-混合债,2021-09-22,1.1712,0.32,1.86,3.6,3.34
2036,2036,002902,财通资管积极收益债券C,债券型-混合债,2021-09-22,1.1516,0.28,1.76,3.39,3.05
2050,2050,002924,华商瑞鑫定开债,债券型-混合债,2021-09-17,1.843,5.98,17.09,22.87,30.99
2051,2051,002925,广发集源债券A,债券型-混合债,2021-09-22,1.2566,5.16,6.48,6.95,9.99
2052,2052,002926,广发集源债券C,债券型-混合债,2021-09-22,1.2458,5.12,6.37,6.72,9.67
2057,2057,002933,圆信永丰强化收益C,债券型-混合债,2021-09-22,1.0833,-1.73,-1.19,0.99,3.04
2064,2064,002946,大成景盛一年定开债A,债券型-混合债,2021-09-22,1.189,2.39,5.44,6.75,6.46
2065,2065,002947,大成景盛一年定开债C,债券型-混合债,2021-09-22,1.166,2.36,5.33,6.54,6.14
2072,2072,002961,中欧双利债券A,债券型-混合债,2021-09-22,1.2211,-0.7,0.02,2.06,1.51
2073,2073,002962,中欧双利债券C,债券型-混合债,2021-09-22,1.1971,-0.74,-0.08,1.85,1.22
2076,2076,002965,中海合嘉增强收益债券A,债券型-混合债,2021-09-22,1.3653,2.09,6.94,11.3,10.09
2077,2077,002966,中海合嘉增强收益债券C,债券型-混合债,2021-09-22,1.3596,2.07,6.89,11.19,9.93
2079,2079,002969,易方达丰和债券,债券型-混合债,2021-09-22,1.3944,0.19,-0.05,5.12,4.35
2081,2081,002971,前海开源鼎安债券A,债券型-混合债,2021-09-22,1.329,3.18,5.64,8.05,8.76
2082,2082,002972,前海开源鼎安债券C,债券型-混合债,2021-09-22,1.312,3.23,5.55,7.89,8.52
2092,2092,002986,泰康丰盈债券,债券型-混合债,2021-09-22,1.3049,0.48,0.16,1.18,2.7
2094,2094,002988,平安鼎信债券,债券型-混合债,2021-09-22,1.0959,7.53,9.23,9.52,9.8
2121,2121,003037,广发集瑞债券A,债券型-混合债,2021-09-22,1.0289,0.18,0.94,1.83,2.7
2122,2122,003038,广发集瑞债券C,债券型-混合债,2021-09-22,1.0126,0.14,0.84,1.62,2.4
2146,2146,003092,华商丰利增强定开债A,债券型-混合债,2021-09-17,1.754,8.61,37.97,55.06,52.98
2147,2147,003093,华商丰利增强定开债C,债券型-混合债,2021-09-17,1.718,8.53,37.76,54.8,52.57
2154,2154,003107,光大安祺债券A,债券型-混合债,2021-09-22,1.2434,0.62,4.79,6.68,6.78
2155,2155,003108,光大安祺债券C,债券型-混合债,2021-09-22,1.2263,0.6,4.72,6.53,6.56
2156,2156,003109,光大安和债券A,债券型-混合债,2021-09-22,1.0678,0.47,0.07,0.45,1.17
2157,2157,003110,光大安和债券C,债券型-混合债,2021-09-22,1.0588,0.45,-0.01,0.3,0.95
2170,2170,003133,易方达裕鑫债券A,债券型-混合债,2021-09-22,1.4288,0.91,1.79,5.13,4.47
2171,2171,003134,易方达裕鑫债券C,债券型-混合债,2021-09-22,1.4317,0.89,1.74,5.02,4.32
2172,2172,003135,金元顺安沣楹债券,债券型-混合债,2021-09-22,1.3161,1.66,5.53,7.67,7.32
2191,2191,003167,前海开源鼎瑞债券A,债券型-混合债,2021-09-22,1.2233,0.05,0.59,2.8,1.97
2192,2192,003168,前海开源鼎瑞债券C,债券型-混合债,2021-09-22,1.1988,0.02,0.49,2.59,1.67
2199,2199,003176,德邦景颐债券A,债券型-混合债,2021-09-22,1.0597,0.36,1.14,2.91,3.68
2200,2200,003177,德邦景颐债券C,债券型-混合债,2021-09-22,1.054,0.33,1.08,2.79,3.51
2202,2202,003180,前海联合添利债券A,债券型-混合债,2021-09-22,1.1958,2.0,3.3,4.23,6.2
2203,2203,003181,前海联合添利债券C,债券型-混合债,2021-09-22,1.2251,1.95,3.18,4.02,5.89
2219,2219,003197,光大安诚债券A,债券型-混合债,2021-09-22,1.1415,1.29,2.59,4.55,0.99
2220,2220,003198,光大安诚债券C,债券型-混合债,2021-09-22,1.1453,1.26,2.55,4.43,0.8
2223,2223,003204,财通收益增强债券C,债券型-混合债,2021-09-22,1.4778,5.27,18.56,30.24,22.35
2231,2231,003218,前海开源祥和债券A,债券型-混合债,2021-09-22,1.5782,8.91,21.63,24.23,26.77
2232,2232,003219,前海开源祥和债券C,债券型-混合债,2021-09-22,1.5676,8.87,21.51,23.98,26.41
2234,2234,003221,新华丰利债券A,债券型-混合债,2021-09-22,1.2581,1.16,0.7,1.48,2.91
2235,2235,003222,新华丰利债券C,债券型-混合债,2021-09-22,1.2341,1.11,0.59,1.27,2.6
2258,2258,003254,前海开源鼎裕债券A,债券型-混合债,2021-09-22,1.2652,2.21,4.32,4.54,4.69
2259,2259,003255,前海开源鼎裕债券C,债券型-混合债,2021-09-22,1.2837,2.16,4.21,4.33,4.75
2271,2271,003275,国联安添利增长债A,债券型-混合债,2021-09-22,1.3512,2.52,4.41,4.17,5.81
2272,2272,003276,国联安添利增长债C,债券型-混合债,2021-09-22,1.3216,2.48,4.29,3.94,5.47
2293,2293,003301,华夏鼎融债券A,债券型-混合债,2021-09-22,1.295,1.24,4.57,7.47,7.15
2294,2294,003302,华夏鼎融债券C,债券型-混合债,2021-09-22,1.2699,1.21,4.47,7.26,6.84
2317,2317,003334,中融融信双盈A,债券型-混合债,2021-09-22,1.1088,0.84,0.53,2.06,1.54
2318,2318,003335,中融融信双盈C,债券型-混合债,2021-09-22,1.0872,0.79,0.42,1.86,1.24
2319,2319,003336,长江收益增强债券,债券型-混合债,2021-09-22,1.2602,1.16,3.19,5.53,5.38
2322,2322,003341,工银瑞盈18个月定开债,债券型-混合债,2021-09-17,1.142,0.21,1.06,1.93,2.31
2330,2330,003360,前海开源瑞和债券A,债券型-混合债,2021-09-22,1.2117,-0.02,0.38,2.54,1.76
2331,2331,003361,前海开源瑞和债券C,债券型-混合债,2021-09-22,1.1905,-0.06,0.28,2.33,1.47
2392,2392,003458,嘉实稳宏债券A,债券型-混合债,2021-09-22,1.6112,6.96,16.83,18.95,22.49
2393,2393,003459,嘉实稳宏债券C,债券型-混合债,2021-09-22,1.5872,6.93,16.73,18.74,22.18
2398,2398,003471,前海联合添鑫3个月开债A,债券型-混合债,2021-09-17,1.2198,-0.41,-1.22,-0.36,-0.68
2399,2399,003472,前海联合添鑫3个月开债C,债券型-混合债,2021-09-17,1.1753,-0.46,-1.33,-0.57,-0.98
2422,2422,003505,景顺长城景颐丰利债券C,债券型-混合债,2021-09-22,1.1214,1.82,3.39,6.46,2.53
2446,2446,003545,东兴兴利债券A,债券型-混合债,2021-09-22,1.0334,0.33,1.01,2.01,2.86
2486,2486,003612,南方卓元债券A,债券型-混合债,2021-09-22,1.1547,0.12,0.06,0.02,1.11
2487,2487,003613,南方卓元债券C,债券型-混合债,2021-09-22,1.156,0.08,-0.04,-0.19,0.81
2494,2494,003628,兴银收益增强债券,债券型-混合债,2021-09-22,1.2644,3.18,7.08,7.47,8.88
2499,2499,003637,安信永鑫增强债券A,债券型-混合债,2021-09-22,1.0658,0.4,1.62,3.36,3.75
2500,2500,003638,安信永鑫增强债券C,债券型-混合债,2021-09-22,1.0657,0.37,1.54,3.19,3.52
2507,2507,003650,融通通润债券,债券型-混合债,2021-09-22,1.0291,0.18,1.37,2.46,3.07
2529,2529,003680,华润元大双鑫债券A,债券型-混合债,2021-09-22,1.202,0.76,3.7,6.72,4.22
2553,2553,003723,华润元大双鑫债券C,债券型-混合债,2021-09-22,1.1855,0.72,3.6,6.5,3.93
2606,2606,003826,华夏鼎汇债券A,债券型-混合债,2021-08-03,1.1973,0.46,-1.6,-3.1,-2.84
2704,2704,004025,融通收益增强债券A,债券型-混合债,2021-09-22,1.1648,1.35,4.51,4.64,3.73
2705,2705,004026,融通收益增强债券C,债券型-混合债,2021-09-22,1.1565,1.31,4.41,4.42,3.43
2723,2723,004063,华夏恒融债券,债券型-混合债,2021-09-22,1.0954,0.05,-0.28,1.26,1.98
2744,2744,004093,金元顺安桉盛债券A,债券型-混合债,2021-09-22,1.0726,0.12,0.57,0.06,0.53
2763,2763,004126,浦银安盛稳健增利债券A,债券型-混合债,2021-09-22,1.108,0.18,1.56,2.5,3.17
2823,2823,004222,金信民旺债券A,债券型-混合债,2021-09-22,1.1779,0.01,2.61,16.91,6.54
2855,2855,004267,金鹰持久增利债券(LOF)E,债券型-混合债,2021-09-22,1.5466,3.61,9.77,14.01,11.54
2873,2873,004318,国寿安保尊裕优化回报债券A,债券型-混合债,2021-09-22,1.014,0.7,1.2,1.71,-0.88
2874,2874,004319,国寿安保尊裕优化回报债券C,债券型-混合债,2021-09-22,1.011,0.7,1.2,1.51,-1.17
2922,2922,004402,金信民旺债券C,债券型-混合债,2021-09-22,1.1551,-0.03,2.5,16.68,6.23
2939,2939,004427,交银增利增强债券A,债券型-混合债,2021-09-22,1.2283,2.0,6.32,9.09,7.78
2940,2940,004428,交银增利增强债券C,债券型-混合债,2021-09-22,1.2215,1.97,6.22,8.88,7.45
2976,2976,004486,嘉实稳怡债券,债券型-混合债,2021-09-22,1.1701,0.97,0.96,0.68,1.14
3002,3002,004547,华夏稳定双利债券A,债券型-混合债,2021-09-22,1.037,-0.11,1.62,3.9,3.17
3013,3013,004564,北信瑞丰鼎利债券A,债券型-混合债,2021-09-22,1.1094,0.22,1.72,2.88,4.08
3016,3016,004571,万家家瑞债券A,债券型-混合债,2021-09-22,1.2378,1.36,1.21,2.2,2.47
3017,3017,004572,万家家瑞债券C,债券型-混合债,2021-09-22,1.2185,1.32,1.09,1.97,2.15
3020,3020,004585,鹏扬汇利债券A,债券型-混合债,2021-09-22,1.146,-0.04,0.48,0.98,3.11
3021,3021,004586,鹏扬汇利债券C,债券型-混合债,2021-09-22,1.1362,-0.08,0.38,0.78,2.81
3050,3050,004651,长信利丰债券E,债券型-混合债,2021-09-22,1.289,1.1,3.2,3.43,3.66
3088,3088,004708,红塔红土盛商一年定开债A,债券型-混合债,2021-09-17,1.0582,2.41,5.0,7.05,4.29
3089,3089,004709,红塔红土盛商一年定开债C,债券型-混合债,2021-09-17,1.0497,2.38,4.89,6.82,3.99
3144,3144,004792,富荣富乾债券A,债券型-混合债,2021-09-22,0.9761,0.07,1.11,-0.55,-0.24
3145,3145,004793,富荣富乾债券C,债券型-混合债,2021-09-22,0.9197,0.04,1.07,-1.28,-1.59
3153,3153,004807,中银证券安弘债券A,债券型-混合债,2021-09-22,1.2981,1.37,2.24,6.77,5.75
3154,3154,004808,中银证券安弘债券C,债券型-混合债,2021-09-22,1.2873,1.35,2.17,6.59,5.5
3206,3206,004885,长信先优债券,债券型-混合债,2021-09-22,1.148,2.44,4.99,7.27,7.74
3221,3221,004902,富国丰利增强债券,债券型-混合债,2021-09-22,1.2827,3.01,6.32,8.54,9.45
3260,3260,004952,兴全恒益债券A,债券型-混合债,2021-09-22,1.3522,2.33,3.0,3.94,5.62
3261,3261,004953,兴全恒益债券C,债券型-混合债,2021-09-22,1.3304,2.3,2.89,3.73,5.32
3299,3299,005008,东方红汇阳债券Z,债券型-混合债,2021-09-22,1.1336,1.87,2.71,2.8,3.92
3306,3306,005019,国投瑞银和泰6个月债券,债券型-混合债,2021-09-22,1.0335,0.08,1.35,2.45,2.99
3373,3373,005121,富国兴利增强债券,债券型-混合债,2021-09-22,1.5126,2.34,4.84,11.6,12.01
3383,3383,005138,前海开源弘丰债券A,债券型-混合债,2021-09-22,1.0362,1.42,2.26,3.21,0.96
3384,3384,005139,前海开源弘丰债券C,债券型-混合债,2021-09-22,1.0238,1.39,2.16,3.0,0.77
3389,3389,005144,东吴优益债券A,债券型-混合债,2021-09-22,1.0566,0.23,0.78,2.44,1.94
3390,3390,005145,东吴优益债券C,债券型-混合债,2021-09-22,1.0501,0.19,0.68,2.24,1.64
3408,3408,005173,富荣富安债券A,债券型-混合债,2021-09-22,1.1227,-2.91,-2.35,-1.96,-5.76
3409,3409,005174,富荣富安债券C,债券型-混合债,2021-09-22,1.1247,-2.95,-2.45,-2.16,-6.0
3415,3415,005185,国泰招惠收益定期开放债券,债券型-混合债,2021-09-17,1.2333,-0.92,-0.6,0.96,1.89
3420,3420,005193,北信瑞丰鼎利债券C,债券型-混合债,2021-09-22,1.0964,0.18,1.63,2.78,3.89
3472,3472,005271,安信恒利增强债券A,债券型-混合债,2021-09-22,1.1305,2.96,3.52,0.68,1.91
3473,3473,005272,安信恒利增强债券C,债券型-混合债,2021-09-22,1.1193,2.93,3.43,0.52,1.68
3493,3493,005301,前海开源弘泽债券发起式A,债券型-混合债,2021-09-22,1.8202,1.07,1.49,2.29,3.18
3494,3494,005302,前海开源弘泽债券发起式C,债券型-混合债,2021-09-22,1.8084,1.03,1.38,2.08,2.88
